XTF Segment of Deutsche Börse Group,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
UBS ETF - Barclays US Liquid Corporates UCITS ETF (USD) A-dis,LU1048316647,UBS-ETF,Full Replication,Distributing,0.4979558,0.47325376,0.05219618329075715,3.961678806673776e-05,34.85206977,37.54,Fixed Income
Lyxor UCITS ETF EuroMTS 10-15Y Investment Grade (DR),FR0010037242,Lyxor ETF,Full Replication,Accumulating,0.478360434,0.22963524,1.0831316395514907,3.8057803389960906e-05,134.1163554,11.63,Fixed Income
SPDR Barclays 15+ Year Gilt UCITS ETF,IE00B6YX5L24,SPDR,Full Replication,Distributing,0.47218845000000004,0.11845937,2.986079362063128,3.756676747456581e-05,87.844358793698,20.26,Fixed Income
ComStage iBoxx € Liquid Sovereigns Diversified 3-5 TR UCITS ETF,LU0444606023,ComStage ETF,Swap-based,Accumulating,0.44208618800000005,0.546908,-0.1916626050450897,3.5171866292606666e-05,373.50306625,10.63,Fixed Income
UBS ETF – Barclays Capital US 3-5 Year Treasury Bond UCITS ETF (USD) A-dis,LU0721552627,UBS-ETF,Full Replication,Distributing,0.4194535,0.1501968,1.7926926539047439,3.3371235787094726e-05,10.418504140000001,20.31,Fixed Income
Amundi ETF Govt Bond EuroMTS Broad Investment Grade 3-5 UCITS ETF,FR0010754168,Amundi ETF,Swap-based,Accumulating,0.39716523,0.40595152,-0.02164369282322187,3.1598006779692406e-05,143.39413494,5.49,Fixed Income
Amundi ETF Floating Rate USD Corporate UCITS ETF,FR0012647451,Amundi ETF,Swap-based,Accumulating,0.36184531,0.08946188000000001,3.0446870778928403,2.8787994756187244e-05,98.16144363,11.69,Fixed Income
db x-trackers II iBoxx Global Inflation-Linked UCITS ETF (EUR hedged),LU0962078753,db X-trackers,Swap-based,Distributing,0.3391626,0.13327714000000002,1.544792002589491,2.698338455815506e-05,6.424440442005,53.2,Fixed Income
SPDR Barclays 0-5 Year US High Yield Bond UCITS ETF,IE00B99FL386,SPDR,Optimised,Distributing,0.32196093,0.33649344,-0.043188093057623944,2.5614839569254517e-05,91.4158416965962,71.69,Fixed Income
Lyxor UCITS ETF EuroMTS Highest Rated Macro-Weighted Government Bond  1-3Y (DR),FR0011146315,Lyxor ETF,Full Replication,Accumulating,0.31443858,0.00299454,,2.501637009522927e-05,14.988565119999999,5.32,Fixed Income
SPDR Barclays 0-3 Year US Corporate Bond UCITS ETF,IE00BC7GZX26,SPDR,Optimised,Distributing,0.31258173,0.26396895000000004,0.1841609780241198,2.4868641254794588e-05,164.3365103489927,29.66,Fixed Income
ComStage iBoxx € Germany Covered Capped 3-5 TR UCITS ETF,LU0488317370,ComStage ETF,Swap-based,Accumulating,0.30303445,0.21563258999999999,0.4053276918855355,2.410907068974885e-05,21.643673539999998,10.16,Fixed Income
db x-trackers II iTraxx Europe Short Daily UCITS ETF,LU0321462102,db X-trackers,Swap-based,Accumulating,0.288172,0.5749638199999999,-0.4987997679575733,2.29266313411109e-05,44.481723034000005,30.68,Fixed Income
SPDR Barclays EM Inflation Linked Local Bond UCITS ETF,IE00B7MXFZ59,SPDR,Optimised,Distributing,0.28315588,1.23839998,-0.7713534523797392,2.252755462997043e-05,35.3363503525083,108.81,Fixed Income
iShares $ Ultrashort Bond UCITS ETF,IE00BCRY6227,iShares,Optimised,Distributing,0.25976128,0.19966795,0.30096632934830025,2.066630728611761e-05,114.83465658683869,8.73,Fixed Income
ComStage Commerzbank Bund-Future Leveraged TR UCITS ETF,LU0530118024,ComStage ETF,Swap-based,Accumulating,0.249183785,6.42686901,-0.9612278102117411,1.9824774006071514e-05,6.05575037,7.87,Fixed Income
iShares France Government Bond UCITS ETF,DE000A1J0BD6,iShares,Optimised,Distributing,0.22237182,1.37260906,-0.8379933322019599,1.7691645051538223e-05,23.22745489,9.48,Fixed Income
iShares Finland Government Bond UCITS ETF,DE000A1J0BC8,iShares,Optimised,Distributing,0.2220858,0.00218593,,1.7668889630830504e-05,4.13341963,11.95,Fixed Income
Amundi ETF EURO Inflation UCITS ETF,FR0010754127,Amundi ETF,Swap-based,Accumulating,0.21085981,0.21172232000000002,-0.004073779278443657,1.67757628379117e-05,28.561491,12.33,Fixed Income
Amundi ETF Cash 3 Months EuroMTS Investment Grade UCITS ETF,FR0010754200,Amundi ETF,Swap-based,Accumulating,0.19604,3.9863948,-0.9508227333629875,1.5596715878403805e-05,262.57792,3.76,Fixed Income
db x-trackers II Harvest CSI China Sovereign Bond UCITS ETF (DR),LU1094612022,db X-trackers,Optimised,Distributing,0.1946403,0.0323347,5.019548658252589,1.5485357363738423e-05,25.71113703875,306.55,Fixed Income
iShares Euro Government Bond Capped 1.5-2.5yr UCITS ETF (DE),DE000A0H0793,iShares,Full Replication,Distributing,0.190474226,1.570005476,-0.878679260097052,1.515390933014117e-05,39.08633288,11.03,Fixed Income
ComStage iBoxx € Sovereigns Germany Capped 5-10 TR UCITS ETF,LU0444606965,ComStage ETF,Swap-based,Accumulating,0.187059801,0.00953203,18.624340355622042,1.4882261622463559e-05,45.00906224,11.2,Fixed Income
db x-trackers EUR Liquid Corporate 12.5 UCITS ETF,IE00B3Z66S39,db X-trackers,Swap-based,Accumulating,0.18700228,0.01123743,15.641018453507609,1.4877685318168305e-05,235.21525206479998,90.27,Fixed Income
SPDR Barclays Sterling Corporate Bond UCITS ETF,IE00B4694Z11,SPDR,Optimised,Distributing,0.17791697,0.44871134,-0.6034934842520361,1.4154868552522412e-05,187.215658958022,39.17,Fixed Income
iShares Euro Government Bond 0-1yr UCITS ETF,DE000A0RM462,iShares,Optimised,Distributing,0.17218818,0.564721055,-0.695091623598132,1.3699092639662582e-05,132.22846651999998,5.57,Fixed Income
db x-trackers II iBoxx EUR Liquid Corporate Financials UCITS ETF,LU0484968812,db X-trackers,Swap-based,Accumulating,0.166249679,1.869280929,-0.9110622291059601,1.3226632361961008e-05,17.7916754518,45.34,Fixed Income
UBS ETF - SBI Foreign AAA-BBB 5-10 UCITS ETF (CHF),LU0879399441,UBS-ETF,Full Replication,Distributing,0.1599736,0.0592166,1.7014992417666668,1.2727314768646292e-05,78.44369513,150.91,Fixed Income
iShares Euro Government Bond Capped 10.5+yr UCITS ETF (DE),DE000A0H08C4,iShares,Full Replication,Distributing,0.15453735000000002,2.98300899,-0.948194138697517,1.229481300016041e-05,59.93389698,17.87,Fixed Income
SPDR Citi Asia Local Government Bond UCITS ETF,IE00B7GBL799,SPDR,Optimised,Distributing,0.14503375,0.02637492,4.498926631815376,1.153871756544301e-05,10.134211042701601,108.52,Fixed Income
db x-trackers II iBoxx Germany 1-3 UCITS ETF,LU0468897110,db X-trackers,Swap-based,Distributing,0.14049413,0.402671773,-0.6510951613188938,1.1177550643713162e-05,173.5865182881,3.72,Fixed Income
SPDR Barclays 0-5 Year Sterling Corporate Bond UCITS ETF,IE00BCBJF711,SPDR,Optimised,Distributing,0.14026511,0.12894758,0.08776845598808447,1.1159330077142708e-05,101.23879915052952,24.02,Fixed Income
ComStage iBoxx € Liquid Sovereigns Diversified 15+ TR UCITS ETF,LU0444606536,ComStage ETF,Swap-based,Accumulating,0.134383743,0.00272981,48.22824042698942,1.069141531446356e-05,17.685418719999998,23.54,Fixed Income
UBS ETF - SBI Foreign AAA-BBB 1-5 UCITS ETF (CHF),LU0879397742,UBS-ETF,Full Replication,Distributing,0.11762117,0.03001576,2.918647070738839,9.35780437551231e-06,145.62530608,167.4,Fixed Income
iShares Germany Government Bond UCITS ETF,DE000A1J0BE4,iShares,Optimised,Distributing,0.11738295,0.74852342,-0.8431806582618351,9.338851867572333e-06,19.12319813,5.72,Fixed Income
ComStage iBoxx € Sovereigns Inflation-Linked Euro-Inflation TR UCITS ETF,LU0444607187,ComStage ETF,Swap-based,Accumulating,0.107283932,0.096239709,0.11475744383225428,8.535385664772465e-06,17.28491295,31.66,Fixed Income
Lyxor UCITS ETF EuroMTS 1-3Y Investment Grade (DR),FR0010222224,Lyxor ETF,Full Replication,Accumulating,0.10332755,5.0851931200000005,-0.9796807028638472,8.220620484398915e-06,711.4248316000001,6.54,Fixed Income
db x-trackers Barclays USD Corporate Bond UCITS ETF (DR),IE00BZ036H21,db X-trackers,Full Replication,Distributing,0.09816380000000001,,,7.809798501042928e-06,27.367502625900002,95.72,Fixed Income
db x-trackers II MTS Ex-Bank of Italy BTP UCITS ETF,LU0613540185,db X-trackers,Swap-based,Distributing,0.09383114999999999,0.4156107,-0.7742330743650248,7.4650978733620135e-06,42.1761872043,13.17,Fixed Income
iShares Euro Corporate Bond Financials UCITS ETF,DE000A1W0MX4,iShares,Optimised,Distributing,0.07780669999999999,0.31534096,-0.7532616758698267,6.190211147399517e-06,41.19552188,24.72,Fixed Income
db x-trackers II Australian Dollar Cash UCITS ETF,LU0482518031,db X-trackers,Swap-based,Accumulating,0.07035432000000001,0.01160315,5.063381064624694,5.597308405724865e-06,18.10504915471242,49.75,Fixed Income
iShares Euro Government Bond 5-7yr UCITS ETF,DE000A0YBRY0,iShares,Full Replication,Distributing,0.06089428,0.0060588000000000005,9.050551264276754,4.844678554274471e-06,229.5133784,7.42,Fixed Income
ComStage Commerzbank Bund-Future TR UCITS ETF,LU0508799334,ComStage ETF,Swap-based,Accumulating,0.054182572,1.265308103,-0.9571783568985807,4.3107028210832354e-06,20.307866230000002,6.25,Fixed Income
db x-trackers II iBoxx Global Inflation-Linked UCITS ETF,LU0908508814,db X-trackers,Swap-based,Accumulating,0.04271347,0.10964892,-0.6104524330928203,3.3982343183570935e-06,7.189627483117,77.18,Fixed Income
Lyxor UCITS ETF iBoxx Germany 1-3Y (DR),FR0012283398,Lyxor ETF,Full Replication,Accumulating,0.04134482,0.010036,3.119651255480271,3.2893461058138503e-06,142.743252,10.74,Fixed Income
Amundi ETF Govt Bond Lowest Rated EuroMTS Investment Grade 1-3 UCITS ETF,FR0011807015,Amundi ETF,Swap-based,Accumulating,0.040355,0.03168,0.2738320707070707,3.210597170337613e-06,223.56939548000003,5.8,Fixed Income
SPDR Barclays US Aggregate Bond UCITS ETF,IE00B459R192,SPDR,Optimised,Distributing,0.039476,0.019295,1.0459186317698883,3.1406649460103477e-06,37.900620456145994,34.9,Fixed Income
Deka Deutsche Börse EUROGOV France 1-3 UCITS ETF,DE000ETFL391,Deka ETFs,Full Replication,Distributing,0.0388002,0.049766,-0.22034722501306114,3.0868990788882033e-06,5.7839349,8.15,Fixed Income
db x-trackers II iBoxx Sovereigns Eurozone AAA 1-3 UCITS ETF,LU0613540938,db X-trackers,Swap-based,Accumulating,0.025446669,0.001458259,16.450033910299886,2.02450758235455e-06,4.5668688585,4.7,Fixed Income
ComStage iBoxx € Liquid Sovereigns Diversified 10-15 TR UCITS ETF,LU0444606452,ComStage ETF,Swap-based,Accumulating,0.02135704,0.65421321,-0.9673546182291244,1.6991414246261235e-06,14.2865783,19.33,Fixed Income
db x-trackers II MTS Italy Aggregate 3-5 Years - ex-Bank of Italy UCITS ETF,LU0877808484,db X-trackers,Swap-based,Distributing,0.01997734,0.01983695,0.007077196847297573,1.5893740868510074e-06,5.3559043302,15.68,Fixed Income
UBS ETF - Barclays US Liquid Corporates 1-5 Year UCITS ETF,LU1048314949,UBS-ETF,Full Replication,Distributing,0.017696,0.42834345,-0.9586873570729283,1.4078733125088439e-06,60.54087061,53.31,Fixed Income
SPDR BofA Merrill Lynch 0-5 Year EM USD Government Bond UCITS ETF,IE00BP46NG52,SPDR,Optimised,Distributing,0.01620947,0.20530035,-0.9210450932012537,1.2896067033743631e-06,18.5802396225423,73.75,Fixed Income
SPDR Barclays 1 – 5 Year Gilt UCITS ETF,IE00B6YX5K17,SPDR,Full Replication,Distributing,0.015701,0.10593605,-0.8517879418762546,1.2491534177046426e-06,349.9036019364425,14.03,Fixed Income
Amundi ETF EURO Corporate ex Financials iBoxx UCITS ETF,FR0011020940,Amundi ETF,Swap-based,Accumulating,0.015080245,0.055832704,-0.7299030152650317,1.199766867178737e-06,6.2862,12.59,Fixed Income
db x-trackers II Markit iBoxx ABF Indonesia Government UCITS ETF,LU0378818214,db X-trackers,Swap-based,Accumulating,0.013100559999999999,0.0018395999999999998,6.121417699499891,1.0422654160782583e-06,3.9080004301667715,174.37,Fixed Income
iShares Belgium Government Bond UCITS ETF,DE000A1J0BB0,iShares,Optimised,Distributing,0.01073448,0.02096118,-0.4878876093807696,8.540228252520306e-07,23.99142341,11.74,Fixed Income
db x-trackers II iBoxx Spain UCITS ETF,LU0925589755,db X-trackers,Swap-based,Accumulating,0.010458,0.49928884,-0.9790542083816655,8.320263959209702e-07,3.4625263399999997,20.21,Fixed Income
ComStage CBK U.S. Treasury Bond Future Double Short TR UCITS ETF,LU1275255369,ComStage ETF,Swap-based,Accumulating,0.008321110000000001,,,6.620178966687651e-07,19.30723812,24.69,Fixed Income
UBS ETF - Barclays US Liquid Corporates 1-5 Year UCITS ETF (hedged to EUR) A-acc,LU1048315243,UBS-ETF,Full Replication,Accumulating,0.00688311,0.112236,-0.9386728857051213,5.476122782585187e-07,89.56587415999999,61.06,Fixed Income
iShares Austria Government Bond UCITS ETF,DE000A1J0BA2,iShares,Optimised,Distributing,0.00543856,0.052148190000000004,-0.8957095155172212,4.3268554941670987e-07,14.37972201,18.14,Fixed Income
db x-trackers II iBoxx EUR Liquid Corporate UCITS ETF (Interest Rate hedged),LU0967438234,db X-trackers,Swap-based,Accumulating,0.005034479999999999,0,,4.005374115257416e-07,10.9959516126,60.57,Fixed Income
ComStage iBoxx € Sovereigns Germany Capped 3m-2 TR UCITS ETF,LU0444606700,ComStage ETF,Swap-based,Accumulating,0.00278565,0.5476829919999999,-0.994913754780247,2.2162309521870825e-07,6.03492549,6.95,Fixed Income
ComStage iBoxx € Germany Covered Capped 7-10 TR UCITS ETF,LU0488317537,ComStage ETF,Swap-based,Accumulating,0.0023175479999999996,1.59797822,-0.998549699882643,1.843814409843041e-07,8.9441192,17.08,Fixed Income
ComStage CBK 10Y US-Treasury Future Short TR UCITS ETF,LU1275254800,ComStage ETF,Swap-based,Accumulating,0.0021725100000000003,,,1.7284238529377196e-07,19.850534309999997,21.84,Fixed Income
SPDR Barclays UK Gilt UCITS ETF,IE00B3W74078,SPDR,Full Replication,Distributing,0.0021495,0.81087588,-0.9973491627349922,1.7101173628151896e-07,190.7204816290925,16.05,Fixed Income
ComStage iBoxx € Germany Covered Capped 5-7 TR UCITS ETF,LU0488317453,ComStage ETF,Swap-based,Accumulating,0.00114374,0.00432076,-0.7352919393810348,9.099463282373786e-08,5.830006490000001,13.99,Fixed Income
ComStage iBoxx € Sovereigns Germany Capped 1-5 TR UCITS ETF,LU0444606882,ComStage ETF,Swap-based,Accumulating,0.00090338,0.00022552000000000002,3.0057644554806666,7.187186895650086e-08,8.124363070000001,7.83,Fixed Income
db x-trackers II Markit iBoxx Japan Sovereign UCITS ETF,LU0952581584,db X-trackers,Swap-based,Accumulating,0.0004885,0.01016533,-0.9519445015557784,3.88644955447881e-08,16.81460812872512,49.63,Fixed Income
iShares Netherlands Government Bond UCITS ETF,DE000A1J0BG9,iShares,Optimised,Distributing,0.00027705,0.7472962900000001,-0.9996292635147432,2.2041777872433045e-08,9.749005279999999,11.45,Fixed Income
iShares USD Government Bond 7-10 UCITS ETF (Acc),IE00B3VWN518,iShares,Optimised,Accumulating,0.0001229619081524,0.0062471332685841,-0.9803170665862441,9.7827073317658e-09,57.0598001620539,14.92,Fixed Income
db x-trackers II Markit iBoxx Japan Sovereign Short Daily UCITS ETF,LU0952581667,db X-trackers,Swap-based,Accumulating,4.839e-05,4.857e-05,-0.0037059913526867883,3.849852486002654e-09,6.037314842540436,37.16,Fixed Income
Amundi ETF Govt Bond EuroMTS Broad Investment Grade 1-3 UCITS ETF,FR0010754135,Amundi ETF,Swap-based,Accumulating,0,4.40517965,-1,0,300.52099,4.32,Fixed Income
Deka Deutsche Börse EUROGOV France 3-5 UCITS ETF,DE000ETFL409,Deka ETFs,Full Replication,Distributing,0,0,,0,8.22627631,9.95,Fixed Income
iShares USD Government Bond 1-3 UCITS ETF (Acc),IE00B3VWN179,iShares,Optimised,Accumulating,0,0,,0,36.3608687431188,11.86,Fixed Income
db x-trackers II iBoxx Germany UCITS ETF 4%,LU0643975161,db X-trackers,Swap-based,Distributing,0,0.013896219999999999,-1,0,7.1281009224,12.11,Fixed Income
iShares USD Government Bond 3-7 UCITS ETF (Acc),IE00B3VWN393,iShares,Optimised,Accumulating,0,0,,0,618.954314271388,12.79,Fixed Income
Amundi ETF Short Govt Bond EuroMTS Broad Investment Grade Daily UCITS ETF,FR0010821850,Amundi ETF,Swap-based,Accumulating,0,0.048529949999999995,-1,0,12.4725,13.62,Fixed Income
Deka Deutsche Börse EUROGOV France UCITS ETF,DE000ETFL425,Deka ETFs,Full Replication,Distributing,0,0,,0,5.32291398,15.6,Fixed Income
ComStage CBK 10Y US-Treasury Future TR UCITS ETF,LU1275254636,ComStage ETF,Swap-based,Accumulating,0,,,0,19.976379820000002,21.5,Fixed Income
iShares Euro Government Bond 20yr Target Duration UCITS ETF,IE00BSKRJX20,iShares,Optimised,Distributing,0,0.9328047340000001,-1,0,7.30658704,21.7,Fixed Income
SPDR Barclays 3-5 Year Euro Government Bond UCITS ETF,IE00BS7K8821,SPDR,Optimised,Distributing,0,0.1064448,-1,0,12.43262607,35,Fixed Income
db x-trackers II Canadian Dollar Cash UCITS ETF,LU0892103994,db X-trackers,Swap-based,Accumulating,0,0,,0,19.075813035301703,45.29,Fixed Income
db x-trackers II iBoxx EUR Liquid Corporate Non-Financials UCITS ETF (Interest Rate hedged),LU0967515676,db X-trackers,Swap-based,Accumulating,0,0.167324,-1,0,0.3404228568,60.71,Fixed Income
db x-trackers II iBoxx EUR Liquid Corporate Financials UCITS ETF (Interest Rate hedged),LU0967515593,db X-trackers,Swap-based,Accumulating,0,3.435,-1,0,0.807304323,61.18,Fixed Income
ComStage CBK U.S. Treasury Bond Future Short TR UCITS ETF,LU1275255286,ComStage ETF,Swap-based,Accumulating,0,,,0,19.63569227,n.a,Fixed Income
db x-trackers Portfolio Total Return Index UCITS ETF,LU0397221945,db X-trackers,Swap-based,Accumulating,8.735204099999999,6.89607605,0.26669196172800325,0.0006949627447845746,290.5605021382,103.01,Others
db x-trackers db Hedge Fund Index UCITS ETF (EUR hedged),LU0328476337,db X-trackers,Swap-based,Accumulating,7.229249940000001,7.90851758,-0.08589064045552763,0.0005751507719248509,173.98237973999997,87.86,Others
db x-trackers Portfolio Income UCITS ETF,IE00B3Y8D011,db X-trackers,Full Replication,Distributing,1.92426256,1.9540821499999999,-0.015260151677860545,0.00015309210581396633,22.8054033964,244.37,Others
SPDR Morningstar Multi-Asset Global Infrastructure UCITS ETF,IE00BQWJFQ70,SPDR,Optimised,Distributing,0.9002785999999999,0.06870978,12.102626729411737,7.162512515612705e-05,43.0160347265266,84.33,Others
db x-trackers Stiftungs-UCITS ETF Stabilität,IE00B4WRDS59,db X-trackers,Full Replication,Distributing,0.50824847,0.36290313,0.40050726484502874,4.043566099889532e-05,5.3722562155,404.8,Others
UBS ETFs plc - HFRX Global Hedge Fund Index SF UCITS ETF (EUR) A-acc,IE00B54DDP56,UBS-ETF,Swap-based,Accumulating,0.35380434000000005,0.30518628000000003,0.159306178508418,2.8148264474220463e-05,24.93858056,96.69,Others
Lyxor UCITS ETF S&P 500 VIX Futures Enhanced Roll,LU0832435464,Lyxor ETF,Swap-based,Accumulating,0.08613647,0.18407204000000002,-0.5320502233799332,6.852918023661769e-06,12.469448880000002,265.74,Others
Source Nomura Voltage Mid-Term UCITS ETF,DE000A1JQQZ6,Source Markets,Swap-based,Accumulating,0.0043284,0.004332,-0.0008310249307480477,3.443625025917314e-07,0.6392525400000001,194.88,Others
Lyxor UCITS ETF Dynamic Short VIX Futures Index ,LU0871961511,Lyxor ETF,Swap-based,Accumulating,0.001956,0.21407309,-0.9908629337764966,1.5561709986817915e-07,3.10090394,158.95,Others
UBS ETFs plc - HFRX Global Hedge Fund Index SF UCITS ETF (GBP) A-acc,IE00B53B4246,UBS-ETF,Swap-based,Accumulating,0,0,,0,1.2691521778635,100.57,Others
UBS ETFs plc - HFRX Global Hedge Fund Index SF UCITS ETF (CHF) A-acc,IE00B5280Y01,UBS-ETF,Swap-based,Accumulating,0,8.08516483516e-05,-1,0,7.8849746269319985,100.63,Others
UBS ETFs plc - HFRX Global Hedge Fund Index SF UCITS ETF (USD) A-acc,IE00B53PTF40,UBS-ETF,Swap-based,Accumulating,0,0,,0,6.6383948143379,100.8,Others
